,,,,Type,,Date,,Num,,Item,,Item Description,,Account,,Class,,Rep,,Paid,,Pay Meth,,Aging,,Qty,,Amount,,Balance,,Avg Days to Pay,,Paid Date,,Pay Period,,Amount Paid
,,,,Invoice,,07/24/2024,,AS010225,,,,,,Accounts Receivable,,Sal:RS,,AS,,Paid,,,,,,,,"61,360.00",,"61,360.00",,0.00,,,,,,0.00
,,,,Payment,,07/26/2024,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-61,360.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,03/06/2025,,AS010521,,,,,,Accounts Receivable,,Sal:EC,,AS,,Paid,,,,,,,,"453,120.00",,"453,120.00",,0.00,,,,,,0.00
,,,,Payment,,03/12/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-453,120.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/31/2025,,AS010885,,,,,,Accounts Receivable,,,,AS,,Paid,,,,,,,,"195,880.00",,"195,880.00",,0.00,,,,,,0.00
,,,,Payment,,11/07/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-195,880.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,11/13/2025,,AS010901,,,,,,Accounts Receivable,,Sal:RS,,AS,,Paid,,,,,,,,"29,264.00",,"29,264.00",,0.00,,,,,,0.00
,,,,Payment,,11/17/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-58,000.00",,"-28,736.00",,0.00,,,,,,0.00
,,,,Invoice,,11/19/2025,,AS010917,,,,,,Accounts Receivable,,,,AS,,Paid,,,,,,,,"68,440.00",,"39,704.00",,0.00,,,,,,0.00
,,,,Payment,,11/24/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-10,440.00",,"29,264.00",,0.00,,,,,,0.00
,,,,Invoice,,12/18/2025,,AS010975,,,,,,Accounts Receivable,,Sal:EC,,AS,,Paid,,,,,,,,"396,480.00",,"425,744.00",,0.00,,,,,,0.00
,,,,Invoice,,12/19/2025,,AS010977,,,,,,Accounts Receivable,,Sal:EC,,AS,,Paid,,,,,,,,"252,520.00",,"678,264.00",,0.00,,,,,,0.00
,,,,Payment,,12/24/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-649,000.00",,"29,264.00",,0.00,,,,,,0.00
,,,,Payment,,01/12/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-29,264.00",,0.00,,0.00,,,,,,0.00
,Total LK Domain Registry,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Logic Gate Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Logic Gate Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Loons Lab (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Loons Lab (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,LTL Transformers Pvt Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,05/15/2024,,AS010132,,,,,,Accounts Receivable,,Sal:EC,,A,,Paid,,,,,,,,"29,500.00",,"29,500.00",,0.00,,,,,,0.00
,,,,Payment,,05/15/2024,,882613,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-29,500.00",,0.00,,0.00,,,,,,0.00
,Total LTL Transformers Pvt Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M & A Distributors (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,07/07/2025,,AS010693,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"75,520.00",,"75,520.00",,0.00,,,,,,0.00
,,,,Payment,,07/09/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-75,520.00",,0.00,,0.00,,,,,,0.00
,Total M & A Distributors (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M & U Foresight (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,04/03/2026,,AS011138,,,,,,Accounts Receivable,,,,AS,,Paid,,,,,,,,"327,922.00",,"327,922.00",,0.00,,,,,,0.00
,,,,Payment,,04/06/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-327,922.00",,0.00,,0.00,,,,,,0.00
,Total M & U Foresight (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M Concepts Holdings (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,12/12/2025,,AS010962,,,,,,Accounts Receivable,,Sal:EC,,A,,Paid,,,,,,,,"64,900.00",,"64,900.00",,0.00,,,,,,0.00
,,,,Payment,,12/12/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-25,000.00",,"39,900.00",,0.00,,,,,,0.00
,,,,Payment,,12/15/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-39,900.00",,0.00,,0.00,,,,,,0.00
,Total M Concepts Holdings (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M. Photocopy House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total M. Photocopy House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,M.A Sirimal Die Cutter Makers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,12/16/2024,,AS010394,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"8,000.00",,"8,000.00",,0.00,,,,,,0.00
,,,,Payment,,12/16/2024,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-8,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,06/02/2025,,AS010632,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"2,000.00",,"2,000.00",,0.00,,,,,,0.00
,,,,Payment,,06/02/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-2,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,01/22/2026,,AS011027,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"7,500.00",,"7,500.00",,0.00,,,,,,0.00
,,,,Payment,,01/22/2026,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-7,500.00",,0.00,,0.00,,,,,,0.00
,Total M.A Sirimal Die Cutter Makers,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M.D Ashger Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,06/27/2024,,AS010195,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"8,000.00",,"8,000.00",,0.00,,,,,,0.00
,,,,Credit Memo,,06/27/2024,,AS00105,,,,,,Accounts Receivable,,,,,,Paid,,,,,,,,"-8,000.00",,0.00,,0.00,,,,,,0.00
,Total M.D Ashger Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,M.D. Chandrasoma Amarasinghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total M.D. Chandrasoma Amarasinghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,MACSON MESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,04/29/2026,,AS011167,,,,,,Accounts Receivable,,,,AS,,Unpaid,,,,1,,,,"151,040.00",,"151,040.00",,0.00,,,,,,0.00
,,,,Invoice,,04/29/2026,,AS011168,,,,,,Accounts Receivable,,,,AS,,Unpaid,,,,1,,,,"7,268.80",,"158,308.80",,0.00,,,,,,0.00
,Total MACSON MESH,,,,,,,,,,,,,,,,,,,,,,,,,,,"158,308.80",,"158,308.80",,0.00,,,,,,
,Mahendra Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,01/31/2026,,AS011040,,,,,,Accounts Receivable,,,,AS,,Paid,,,,,,,,"8,850.00",,"8,850.00",,0.00,,,,,,0.00
,,,,Payment,,01/31/2026,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-8,850.00",,0.00,,0.00,,,,,,0.00
,Total Mahendra Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Malsha Colour Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,Total Malsha Colour Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,,,,,
,Manons Cine Combines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,07/29/2025,,AS010734,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"11,800.00",,"11,800.00",,0.00,,,,,,0.00
,,,,Payment,,07/29/2025,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-11,800.00",,0.00,,0.00,,,,,,0.00
,Total Manons Cine Combines,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,MARS Network (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,06/04/2024,,AS010161,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"565,220.00",,"565,220.00",,0.00,,,,,,0.00
,,,,Payment,,06/05/2024,,002522,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-565,220.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,06/12/2024,,AS010174,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"236,000.00",,"236,000.00",,0.00,,,,,,0.00
,,,,Payment,,06/25/2024,,002848,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-236,000.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,08/06/2024,,AS010240,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"54,280.00",,"54,280.00",,0.00,,,,,,0.00
,,,,Payment,,09/02/2024,,003128,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-54,280.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/31/2025,,AS010735,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,953,416.25",,"1,953,416.25",,0.00,,,,,,0.00
,,,,Invoice,,08/05/2025,,AS010744,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"37,760.00",,"1,991,176.25",,0.00,,,,,,0.00
,,,,Payment,,09/01/2025,,005367,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,953,416.25",,"37,760.00",,0.00,,,,,,0.00
,,,,Payment,,09/18/2025,,005371,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-37,760.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/14/2025,,AS010848,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"925,120.00",,"925,120.00",,0.00,,,,,,0.00
,,,,Invoice,,10/31/2025,,AS010882,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,152,933.75",,"2,078,053.75",,0.00,,,,,,0.00
,,,,Payment,,11/14/2025,,005726,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-925,120.00",,"1,152,933.75",,0.00,,,,,,0.00
,,,,Payment,,12/16/2025,,005932,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,152,933.75",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/26/2025,,AS010989,,,,,,Accounts Receivable,,,,A,,Paid,,,,,,,,"233,640.00",,"233,640.00",,0.00,,,,,,0.00
,,,,Invoice,,01/29/2026,,AS011034,,,,,,Accounts Receivable,,,,A,,Paid,,,,,,,,"234,820.00",,"468,460.00",,0.00,,,,,,0.00
,,,,Payment,,02/16/2026,,006410,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-233,640.00",,"234,820.00",,0.00,,,,,,0.00
,,,,Invoice,,03/09/2026,,AS011087,,,,,,Accounts Receivable,,,,A,,Paid,,,,,,,,"808,890.00",,"1,043,710.00",,0.00,,,,,,0.00
,,,,Invoice,,03/09/2026,,AS011089,,,,,,Accounts Receivable,,,,A,,Paid,,,,,,,,"109,917.00",,"1,153,627.00",,0.00,,,,,,0.00
,,,,Payment,,03/09/2026,,006630,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-234,820.00",,"918,807.00",,0.00,,,,,,0.00
,,,,Payment,,04/29/2026,,006920,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-918,807.00",,0.00,,0.00,,,,,,0.00
,Total MARS Network (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,MAS Fabrics (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,12/09/2024,,AS010387,,,,,,Accounts Receivable,,Mnt,,A,,Paid,,,,,,,,"2,916,134.00",,"2,916,134.00",,0.00,,,,,,0.00
,,,,Payment,,12/16/2024,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-2,916,134.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,06/02/2025,,AS010630,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"2,876,840.00",,"2,876,840.00",,0.00,,,,,,0.00
,,,,Payment,,06/16/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-2,876,840.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/05/2025,,AS010948,,,,,,Accounts Receivable,,Mnt,,A,,Paid,,,,,,,,"2,727,092.10",,"2,727,092.10",,0.00,,,,,,0.00
,,,,Payment,,12/26/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-2,727,092.10",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,04/28/2026,,AS011165,,,,,,Accounts Receivable,,Sal:RS,,A,,Unpaid,,,,9,,,,"2,769,460.00",,"2,769,460.00",,0.00,,,,,,0.00
,Total MAS Fabrics (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,769,460.00",,"2,769,460.00",,0.00,,,,,,
,"MBC Networks(Pvt)Ltd,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,05/03/2024,,AS010120,,,,,,Accounts Receivable,,Sal:EC,,AS,,Paid,,,,,,,,"11,800.00",,"11,800.00",,0.00,,,,,,0.00
,,,,Payment,,05/03/2024,,Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-11,800.00",,0.00,,0.00,,,,,,0.00
,"Total MBC Networks(Pvt)Ltd,",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Merbok MDF Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,09/02/2024,,AS010267,,,,,,Accounts Receivable,,Sal:EC,,A,,Paid,,,,,,,,"5,310.00",,"5,310.00",,0.00,,,,,,0.00
,,,,Payment,,09/03/2024,,Petty Cash,,,,,,Accounts Receivable,,,,,,Paid,,Cash,,,,,,"-5,310.00",,0.00,,0.00,,,,,,0.00
,Total Merbok MDF Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Metropolitan Technologies (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,06/08/2024,,AS010169,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"362,260.00",,"362,260.00",,0.00,,,,,,0.00
,,,,Payment,,07/04/2024,,584007,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-362,260.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/08/2024,,AS010204,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"77,290.00",,"77,290.00",,0.00,,,,,,0.00
,,,,Payment,,08/08/2024,,787682,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-77,290.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,03/05/2025,,AS010518,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"77,290.00",,"77,290.00",,0.00,,,,,,0.00
,,,,Payment,,04/11/2025,,647381,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-77,290.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/01/2025,,AS010936,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"1,264,960.00",,"1,264,960.00",,0.00,,,,,,0.00
,,,,Payment,,01/07/2026,,524224,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,264,960.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/17/2026,,AS011067,,,,,,Accounts Receivable,,,,AD,,Paid,,,,,,,,"782,340.00",,"782,340.00",,0.00,,,,,,0.00
,,,,Payment,,03/30/2026,,999779,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-391,170.00",,"391,170.00",,0.00,,,,,,0.00
,,,,Payment,,03/30/2026,,624625,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-391,170.00",,0.00,,0.00,,,,,,0.00
,Total Metropolitan Technologies (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Micro Access Importers & Distributers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,04/29/2026,,AS011171,,,,,,Accounts Receivable,,Sal:RS,,AR,,Unpaid,,,,1,,,,"472,000.00",,"472,000.00",,0.00,,,,,,0.00
,Total Micro Access Importers & Distributers,,,,,,,,,,,,,,,,,,,,,,,,,,,"472,000.00",,"472,000.00",,0.00,,,,,,
,Micro Solutions Information Systems (Pvt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,01/29/2024,,AS010034,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"1,367,148.00",,"1,367,148.00",,0.00,,,,,,0.00
,,,,Payment,,02/14/2024,,859898,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-1,367,148.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/31/2024,,AS010331,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"417,720.00",,"417,720.00",,0.00,,,,,,0.00
,,,,Payment,,12/02/2024,,874891,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-417,720.00",,0.00,,0.00,,,,,,0.00
,,,,Payment,,07/09/2025,,859835,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-399,046.50",,"-399,046.50",,0.00,,,,,,0.00
,,,,Invoice,,07/18/2025,,AS010715,,,,,,Accounts Receivable,,Sal:RS,,A,,Paid,,,,,,,,"399,046.50",,0.00,,0.00,,,,,,0.00
,Total Micro Solutions Information Systems (Pvt),,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Micro Technology Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,07/02/2025,,AS010682,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"13,924.00",,"13,924.00",,0.00,,,,,,0.00
,,,,Payment,,07/04/2025,,171360,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-13,924.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/25/2025,,AS010729,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"21,771.00",,"21,771.00",,0.00,,,,,,0.00
,,,,Payment,,07/30/2025,,171400,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-21,771.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,08/01/2025,,AS010738,,,,,,Accounts Receivable,,Sal:EC,,AR,,Paid,,,,,,,,"3,600.00",,"3,600.00",,0.00,,,,,,0.00
,,,,Payment,,08/01/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-3,600.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,10/09/2025,,AS010840,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"77,250.00",,"77,250.00",,0.00,,,,,,0.00
,,,,Invoice,,10/10/2025,,AS010841,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"25,900.00",,"103,150.00",,0.00,,,,,,0.00
,,,,Invoice,,10/30/2025,,AS010881,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"8,200.00",,"111,350.00",,0.00,,,,,,0.00
,,,,Payment,,11/01/2025,,083605,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-8,200.00",,"103,150.00",,0.00,,,,,,0.00
,,,,Payment,,11/01/2025,,083604,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-77,250.00",,"25,900.00",,0.00,,,,,,0.00
,,,,Payment,,11/01/2025,,083603,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-25,900.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,12/05/2025,,AS010949,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"23,600.00",,"23,600.00",,0.00,,,,,,0.00
,,,,Invoice,,12/22/2025,,AS010983,,,,,,Accounts Receivable,,,,AR,,Paid,,,,,,,,"65,650.00",,"89,250.00",,0.00,,,,,,0.00
,,,,Payment,,03/24/2026,,000066,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-23,600.00",,"65,650.00",,0.00,,,,,,0.00
,,,,Payment,,03/24/2026,,000065,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-30,000.00",,"35,650.00",,0.00,,,,,,0.00
,,,,Payment,,03/24/2026,,000064,,,,,,Accounts Receivable,,,,,,Paid,,Check,,,,,,"-35,650.00",,0.00,,0.00,,,,,,0.00
,Total Micro Technology Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Midas Safety Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,12/31/2024,,AS010416,,,,,,Accounts Receivable,,Sal:EC,,AD,,Paid,,,,,,,,"11,800.00",,"11,800.00",,0.00,,,,,,0.00
,,,,Payment,,02/18/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-11,800.00",,0.00,,0.00,,,,,,0.00
,Total Midas Safety Lanka (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Millennium I.T.E.S.P (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,11/30/2024,,AS010372,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"287,448.00",,"287,448.00",,0.00,,,,,,0.00
,,,,Invoice,,12/03/2024,,AS010374,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"630,120.00",,"917,568.00",,0.00,,,,,,0.00
,,,,Payment,,01/09/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-917,568.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,02/17/2025,,AS010486,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"280,368.00",,"280,368.00",,0.00,,,,,,0.00
,,,,Payment,,04/09/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-280,368.00",,0.00,,0.00,,,,,,0.00
,,,,Invoice,,11/19/2025,,AS010918,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"290,280.00",,"290,280.00",,0.00,,,,,,0.00
,,,,Invoice,,01/22/2026,,AS011029,,,,,,Accounts Receivable,,Sal:RS,,AD,,Paid,,,,,,,,"542,328.00",,"832,608.00",,0.00,,,,,,0.00
,,,,Payment,,02/18/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-542,328.00",,"290,280.00",,0.00,,,,,,0.00
,,,,Payment,,02/27/2026,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-290,280.00",,0.00,,0.00,,,,,,0.00
,Total Millennium I.T.E.S.P (Pvt) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,Mitra Innovation Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,03/21/2025,,AS010534,,,,,,Accounts Receivable,,Sal:EC,,AS,,Paid,,,,,,,,"64,900.00",,"64,900.00",,0.00,,,,,,0.00
,,,,Payment,,03/25/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-64,900.00",,0.00,,0.00,,,,,,0.00
,Total Mitra Innovation Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,
,MM Trade Stationers (Pvt) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,
,,,,Invoice,,03/05/2025,,AS010520,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"143,960.00",,"143,960.00",,0.00,,,,,,0.00
,,,,Invoice,,04/11/2025,,AS010566,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"143,960.00",,"287,920.00",,0.00,,,,,,0.00
,,,,Payment,,07/11/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-180,000.00",,"107,920.00",,0.00,,,,,,0.00
,,,,Payment,,07/11/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,"-107,900.00",,20.00,,0.00,,,,,,0.00
,,,,Discount,,07/11/2025,,Online TRF,,,,,,Accounts Receivable,,,,,,Paid,,Bank Deposit,,,,,,-20.00,,0.00,,0.00,,,,,,0.00
,,,,Invoice,,07/23/2025,,AS010724,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"247,800.00",,"247,800.00",,0.00,,,,,,0.00
,,,,Invoice,,09/01/2025,,AS010784,,,,,,Accounts Receivable,,Sal:RS,,AR,,Paid,,,,,,,,"199,420.00",,"447,220.00",,0.00,,,,,,0.00
